task_type,scheduled_hour,day_of_week,duration,previous_completion_rate,previous_task_status,activity_level,sleep_duration,user_preference,availability,completed,data_source
HYDRATION,8,1,10,0.43,RESCHEDULED,VERY_ACTIVE,7.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,20,5,30,0.89,RESCHEDULED,MODERATELY_ACTIVE,7.7,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,11,3,20,0.52,COMPLETED,VERY_ACTIVE,7.5,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,13,1,15,0.83,SKIPPED,SEDENTARY,8.1,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,11,1,45,0.74,COMPLETED,MODERATELY_ACTIVE,6.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,7,3,30,0.86,MISSED,LIGHTLY_ACTIVE,7.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,21,5,45,0.39,COMPLETED,SEDENTARY,6.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,9,2,45,0.41,MISSED,SEDENTARY,8.6,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,16,1,20,0.42,RESCHEDULED,SEDENTARY,7.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,8,4,60,0.91,MISSED,VERY_ACTIVE,9.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,19,1,10,0.92,SKIPPED,VERY_ACTIVE,6.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,20,4,15,0.8,NONE,VERY_ACTIVE,7.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,4,10,0.38,COMPLETED,LIGHTLY_ACTIVE,5.2,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,7,0,20,0.86,NONE,VERY_ACTIVE,8.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,22,2,20,0.47,SKIPPED,VERY_ACTIVE,6.7,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,11,0,60,0.58,RESCHEDULED,VERY_ACTIVE,6.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,7,0,20,0.63,SKIPPED,MODERATELY_ACTIVE,7.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,6,1,30,0.45,COMPLETED,VERY_ACTIVE,5.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,6,3,15,0.79,RESCHEDULED,LIGHTLY_ACTIVE,6.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,0,20,0.82,NONE,SEDENTARY,9.5,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,7,1,10,0.83,SKIPPED,LIGHTLY_ACTIVE,6.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,6,3,60,0.86,MISSED,SEDENTARY,6.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,11,3,30,0.3,COMPLETED,LIGHTLY_ACTIVE,8.8,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,6,15,0.66,RESCHEDULED,MODERATELY_ACTIVE,6.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,14,1,10,0.92,SKIPPED,MODERATELY_ACTIVE,4.8,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,20,5,45,0.77,MISSED,SEDENTARY,7.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,6,2,30,0.39,MISSED,SEDENTARY,6.6,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,6,3,45,0.89,COMPLETED,MODERATELY_ACTIVE,7.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,19,4,20,0.65,MISSED,LIGHTLY_ACTIVE,7.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,10,3,30,0.78,RESCHEDULED,SEDENTARY,7.4,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,18,0,10,0.48,RESCHEDULED,MODERATELY_ACTIVE,5.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,6,20,0.92,NONE,LIGHTLY_ACTIVE,6.7,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,19,4,15,0.71,NONE,LIGHTLY_ACTIVE,7.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,2,30,0.75,MISSED,MODERATELY_ACTIVE,7.5,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,15,6,30,0.75,NONE,LIGHTLY_ACTIVE,8.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,20,1,20,0.91,COMPLETED,VERY_ACTIVE,8.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,7,6,10,0.87,COMPLETED,MODERATELY_ACTIVE,6.6,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,6,2,10,0.7,MISSED,SEDENTARY,6.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,22,4,30,0.56,RESCHEDULED,LIGHTLY_ACTIVE,7.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,22,4,20,0.68,SKIPPED,MODERATELY_ACTIVE,6.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,1,30,0.5,NONE,LIGHTLY_ACTIVE,5.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,9,1,20,0.68,MISSED,VERY_ACTIVE,5.4,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,19,3,20,0.84,MISSED,LIGHTLY_ACTIVE,7.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,0,20,0.5,MISSED,MODERATELY_ACTIVE,7.8,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,12,5,30,0.82,NONE,LIGHTLY_ACTIVE,7.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,5,30,0.59,NONE,MODERATELY_ACTIVE,8.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,16,1,15,0.49,SKIPPED,SEDENTARY,5.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,9,4,20,0.7,RESCHEDULED,LIGHTLY_ACTIVE,9.9,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,21,3,10,0.31,NONE,MODERATELY_ACTIVE,8.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,3,45,0.91,RESCHEDULED,VERY_ACTIVE,5.0,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,9,5,10,0.85,NONE,MODERATELY_ACTIVE,8.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,11,3,45,0.36,MISSED,SEDENTARY,6.9,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,10,0,20,0.43,COMPLETED,LIGHTLY_ACTIVE,5.7,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,16,5,45,0.73,MISSED,MODERATELY_ACTIVE,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,0,30,0.83,COMPLETED,VERY_ACTIVE,8.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,1,30,0.88,SKIPPED,SEDENTARY,6.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,0,20,0.48,RESCHEDULED,SEDENTARY,7.9,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,21,3,10,0.58,SKIPPED,SEDENTARY,6.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,12,0,15,0.78,NONE,VERY_ACTIVE,7.6,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,11,0,20,0.34,MISSED,LIGHTLY_ACTIVE,5.8,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,12,0,20,0.35,COMPLETED,VERY_ACTIVE,8.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,5,30,0.55,SKIPPED,LIGHTLY_ACTIVE,8.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,0,30,0.47,COMPLETED,SEDENTARY,7.0,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,19,5,15,0.37,RESCHEDULED,SEDENTARY,7.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,9,0,20,0.76,RESCHEDULED,LIGHTLY_ACTIVE,6.8,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,21,0,10,0.57,COMPLETED,VERY_ACTIVE,7.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,8,1,20,0.37,RESCHEDULED,LIGHTLY_ACTIVE,5.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,18,4,20,0.35,NONE,MODERATELY_ACTIVE,7.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,14,6,45,0.72,SKIPPED,VERY_ACTIVE,8.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,1,20,0.74,RESCHEDULED,VERY_ACTIVE,8.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,9,2,30,0.91,NONE,SEDENTARY,5.4,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,4,10,0.43,NONE,MODERATELY_ACTIVE,9.2,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,1,30,0.88,RESCHEDULED,SEDENTARY,4.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,8,4,60,0.42,SKIPPED,SEDENTARY,5.9,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,6,6,30,0.8,MISSED,LIGHTLY_ACTIVE,8.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,4,20,0.46,SKIPPED,VERY_ACTIVE,7.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,10,2,20,0.85,MISSED,MODERATELY_ACTIVE,6.8,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,7,0,20,0.62,NONE,LIGHTLY_ACTIVE,6.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,15,0,15,0.53,MISSED,MODERATELY_ACTIVE,8.1,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,1,20,0.73,RESCHEDULED,SEDENTARY,8.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,13,6,30,0.63,MISSED,MODERATELY_ACTIVE,5.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,21,0,30,0.86,RESCHEDULED,VERY_ACTIVE,4.4,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,22,3,20,0.57,RESCHEDULED,MODERATELY_ACTIVE,6.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,6,60,0.63,COMPLETED,LIGHTLY_ACTIVE,7.7,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,9,3,30,0.93,RESCHEDULED,MODERATELY_ACTIVE,8.4,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,1,15,0.94,SKIPPED,SEDENTARY,9.4,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,13,0,30,0.48,NONE,LIGHTLY_ACTIVE,6.8,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,10,1,10,0.6,NONE,VERY_ACTIVE,6.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,19,0,20,0.81,RESCHEDULED,LIGHTLY_ACTIVE,7.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,6,6,15,0.7,RESCHEDULED,VERY_ACTIVE,8.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,20,5,60,0.84,COMPLETED,SEDENTARY,7.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,8,0,20,0.77,NONE,LIGHTLY_ACTIVE,9.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,22,6,30,0.71,MISSED,MODERATELY_ACTIVE,6.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,15,1,45,0.81,MISSED,MODERATELY_ACTIVE,9.5,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,0,45,0.36,RESCHEDULED,LIGHTLY_ACTIVE,7.6,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,9,4,15,0.65,NONE,LIGHTLY_ACTIVE,7.5,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,16,2,10,0.88,RESCHEDULED,SEDENTARY,6.4,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,8,5,30,0.52,RESCHEDULED,SEDENTARY,7.9,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,3,20,0.85,MISSED,VERY_ACTIVE,6.3,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,5,45,0.73,RESCHEDULED,LIGHTLY_ACTIVE,6.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,13,6,20,0.66,RESCHEDULED,LIGHTLY_ACTIVE,6.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,17,1,20,0.75,RESCHEDULED,SEDENTARY,5.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,3,15,0.5,RESCHEDULED,MODERATELY_ACTIVE,5.7,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,1,30,0.56,COMPLETED,MODERATELY_ACTIVE,6.8,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,11,4,30,0.44,RESCHEDULED,MODERATELY_ACTIVE,8.4,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,8,2,10,0.92,MISSED,SEDENTARY,6.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,1,15,0.46,MISSED,SEDENTARY,5.9,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,2,10,0.86,MISSED,MODERATELY_ACTIVE,6.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,17,0,30,0.86,NONE,MODERATELY_ACTIVE,8.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,2,20,0.95,NONE,VERY_ACTIVE,6.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,16,6,45,0.83,RESCHEDULED,VERY_ACTIVE,6.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,18,0,10,0.67,NONE,VERY_ACTIVE,4.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,8,2,15,0.64,NONE,VERY_ACTIVE,6.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,8,6,15,0.62,SKIPPED,LIGHTLY_ACTIVE,7.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,17,6,15,0.6,NONE,MODERATELY_ACTIVE,5.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,7,5,20,0.59,COMPLETED,SEDENTARY,9.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,10,6,30,0.36,NONE,LIGHTLY_ACTIVE,7.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,20,1,20,0.95,COMPLETED,VERY_ACTIVE,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,4,30,0.72,SKIPPED,SEDENTARY,8.5,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,15,6,15,0.55,RESCHEDULED,LIGHTLY_ACTIVE,7.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,3,20,0.81,NONE,VERY_ACTIVE,7.8,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,16,2,15,0.57,SKIPPED,MODERATELY_ACTIVE,7.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,8,6,15,0.8,MISSED,LIGHTLY_ACTIVE,6.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,1,10,0.69,SKIPPED,SEDENTARY,7.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,17,3,20,0.34,COMPLETED,MODERATELY_ACTIVE,8.6,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,18,1,30,0.47,NONE,LIGHTLY_ACTIVE,6.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,6,60,0.94,MISSED,SEDENTARY,7.6,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,11,5,45,0.53,COMPLETED,SEDENTARY,5.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,13,1,20,0.71,NONE,VERY_ACTIVE,8.7,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,15,4,30,0.87,NONE,LIGHTLY_ACTIVE,7.9,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,11,3,10,0.43,NONE,SEDENTARY,7.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,18,1,20,0.47,RESCHEDULED,VERY_ACTIVE,8.4,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,14,2,30,0.5,COMPLETED,SEDENTARY,8.6,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,3,15,0.51,NONE,LIGHTLY_ACTIVE,8.8,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,17,5,30,0.85,RESCHEDULED,SEDENTARY,7.9,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,5,15,0.81,MISSED,VERY_ACTIVE,7.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,2,60,0.44,MISSED,SEDENTARY,5.3,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,20,0,20,0.84,SKIPPED,MODERATELY_ACTIVE,5.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,21,6,15,0.7,RESCHEDULED,VERY_ACTIVE,6.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,18,0,20,0.35,RESCHEDULED,SEDENTARY,7.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,16,4,15,0.36,RESCHEDULED,VERY_ACTIVE,10.0,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,21,0,20,0.45,RESCHEDULED,VERY_ACTIVE,7.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,22,4,15,0.3,MISSED,SEDENTARY,4.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,20,2,30,0.37,MISSED,MODERATELY_ACTIVE,6.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,2,20,0.36,SKIPPED,MODERATELY_ACTIVE,8.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,14,0,15,0.34,COMPLETED,LIGHTLY_ACTIVE,7.5,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,15,4,30,0.49,SKIPPED,SEDENTARY,8.1,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,16,5,60,0.86,SKIPPED,VERY_ACTIVE,7.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,21,0,30,0.35,COMPLETED,VERY_ACTIVE,6.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,3,20,0.94,NONE,SEDENTARY,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,8,1,20,0.36,SKIPPED,LIGHTLY_ACTIVE,7.0,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,6,60,0.83,COMPLETED,LIGHTLY_ACTIVE,7.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,19,4,20,0.76,MISSED,MODERATELY_ACTIVE,6.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,6,20,0.65,NONE,MODERATELY_ACTIVE,8.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,22,1,30,0.76,MISSED,MODERATELY_ACTIVE,7.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,9,3,10,0.87,MISSED,LIGHTLY_ACTIVE,8.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,20,0,15,0.77,MISSED,SEDENTARY,6.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,13,1,20,0.64,SKIPPED,LIGHTLY_ACTIVE,8.2,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,6,6,60,0.55,RESCHEDULED,VERY_ACTIVE,8.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,0,20,0.47,NONE,VERY_ACTIVE,6.5,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,21,4,60,0.61,COMPLETED,SEDENTARY,9.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,19,1,20,0.77,MISSED,SEDENTARY,5.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,11,5,15,0.92,RESCHEDULED,MODERATELY_ACTIVE,7.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,21,6,10,0.9,NONE,SEDENTARY,6.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,1,30,0.57,MISSED,MODERATELY_ACTIVE,6.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,21,0,30,0.58,COMPLETED,VERY_ACTIVE,7.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,4,20,0.32,MISSED,LIGHTLY_ACTIVE,5.0,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,19,4,15,0.48,RESCHEDULED,MODERATELY_ACTIVE,5.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,13,1,60,0.72,COMPLETED,VERY_ACTIVE,5.7,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,14,5,30,0.83,NONE,MODERATELY_ACTIVE,7.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,0,45,0.36,RESCHEDULED,MODERATELY_ACTIVE,7.9,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,19,5,60,0.4,NONE,MODERATELY_ACTIVE,7.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,12,5,20,0.94,RESCHEDULED,MODERATELY_ACTIVE,5.7,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,13,0,10,0.33,NONE,SEDENTARY,7.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,11,3,30,0.63,SKIPPED,LIGHTLY_ACTIVE,7.0,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,6,2,45,0.44,COMPLETED,SEDENTARY,7.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,0,30,0.83,NONE,VERY_ACTIVE,7.9,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,6,1,30,0.83,RESCHEDULED,VERY_ACTIVE,7.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,3,20,0.81,RESCHEDULED,SEDENTARY,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,14,1,45,0.38,RESCHEDULED,LIGHTLY_ACTIVE,6.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,20,0,10,0.42,COMPLETED,MODERATELY_ACTIVE,7.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,4,30,0.52,COMPLETED,MODERATELY_ACTIVE,9.8,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,11,2,20,0.64,COMPLETED,VERY_ACTIVE,8.8,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,16,2,30,0.41,COMPLETED,VERY_ACTIVE,8.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,8,0,30,0.51,COMPLETED,VERY_ACTIVE,7.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,7,0,30,0.31,MISSED,VERY_ACTIVE,6.4,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,6,10,0.85,SKIPPED,LIGHTLY_ACTIVE,8.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,15,0,20,0.45,SKIPPED,VERY_ACTIVE,7.5,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,19,1,45,0.62,MISSED,VERY_ACTIVE,6.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
